ID,Latitude,Longitude,Year,ET_mm_total_year,EVI_avg_year,NDVI_avg_year
243,24.087222,-110.370556,2023,203.9,0.21112608695652174,0.28135652173913045
243,24.087222,-110.370556,2024,163.0,0.19418695652173915,0.26556956521739133
243,24.087222,-110.370556,2025,82.2,0.14830833333333335,0.20456666666666667
248-R,24.044722,-110.3575,2021,222.2,0.2304304347826087,0.3386217391304348
248-R,24.044722,-110.3575,2022,222.1,0.23381304347826087,0.33887391304347825
248-R,24.044722,-110.3575,2023,223.1,0.24552608695652173,0.3658565217391304
248-R,24.044722,-110.3575,2024,172.3,0.2535434782608696,0.3659347826086956
248-R,24.044722,-110.3575,2025,100.5,0.18276666666666666,0.2768083333333333
252,24.089167,-110.380556,2021,253.8,0.2676434782608696,0.3615608695652174
252,24.089167,-110.380556,2022,244.6,0.32816521739130433,0.40149130434782604
252,24.089167,-110.380556,2023,208.8,0.31978695652173916,0.393595652173913
252,24.089167,-110.380556,2024,194.9,0.3400347826086957,0.43416956521739136
252,24.089167,-110.380556,2025,103.3,0.2991916666666667,0.374025
253,24.092222,-110.398611,2021,205.6,0.20676956521739132,0.27354347826086955
253,24.092222,-110.398611,2022,194.4,0.1852304347826087,0.2476869565217391
253,24.092222,-110.398611,2023,191.8,0.1948913043478261,0.2573304347826087
253,24.092222,-110.398611,2024,170.0,0.1925086956521739,0.2571913043478261
253,24.092222,-110.398611,2025,99.0,0.22084166666666669,0.2885083333333333
326,24.082222,-110.407778,2021,175.1,0.18036086956521738,0.2294695652173913
326,24.082222,-110.407778,2022,159.9,0.15259565217391305,0.19916521739130436
326,24.082222,-110.407778,2023,181.1,0.17633913043478258,0.22215217391304345
326,24.082222,-110.407778,2024,148.7,0.18636086956521739,0.24147826086956523
326,24.082222,-110.407778,2025,77.4,0.15646666666666667,0.18811666666666668
368,24.102222,-110.418333,2021,143.0,0.15557391304347826,0.19291739130434782
368,24.102222,-110.418333,2022,138.7,0.13848260869565215,0.17012608695652173
368,24.102222,-110.418333,2023,146.7,0.14277826086956522,0.18051304347826086
368,24.102222,-110.418333,2024,112.8,0.1428,0.18255652173913045
368,24.102222,-110.418333,2025,68.7,0.11426666666666667,0.14075000000000001
378-R,24.053611,-110.372778,2021,225.4,0.19196086956521738,0.29616956521739135
378-R,24.053611,-110.372778,2022,216.1,0.21681739130434782,0.32042608695652175
378-R,24.053611,-110.372778,2023,240.4,0.23340869565217393,0.3401391304347826
378-R,24.053611,-110.372778,2024,190.1,0.22829565217391304,0.3298086956521739
378-R,24.053611,-110.372778,2025,88.8,0.168925,0.25490833333333335
379,24.099167,-110.416944,2021,145.6,0.16967826086956522,0.2103608695652174
379,24.099167,-110.416944,2022,141.5,0.16578260869565217,0.2036695652173913
379,24.099167,-110.416944,2023,150.8,0.16440869565217392,0.20438695652173913
379,24.099167,-110.416944,2024,119.6,0.1597695652173913,0.20684782608695654
379,24.099167,-110.416944,2025,71.8,0.1317,0.16261666666666666
380-R,24.040833,-110.383889,2021,225.0,0.20161739130434783,0.28433478260869566
380-R,24.040833,-110.383889,2022,211.6,0.19290434782608695,0.27895652173913044
380-R,24.040833,-110.383889,2023,273.5,0.22049565217391304,0.3115478260869565
380-R,24.040833,-110.383889,2024,201.2,0.2333304347826087,0.32714782608695653
380-R,24.040833,-110.383889,2025,90.3,0.14213333333333333,0.20123333333333335
381-R,24.069444,-110.413889,2021,178.1,0.16966521739130433,0.22421739130434784
381-R,24.069444,-110.413889,2022,162.2,0.15654782608695653,0.20233913043478263
381-R,24.069444,-110.413889,2023,179.0,0.16870869565217392,0.21653913043478262
381-R,24.069444,-110.413889,2024,144.3,0.1734913043478261,0.22336521739130435
381-R,24.069444,-110.413889,2025,76.0,0.14329166666666668,0.18286666666666665
384,24.0825,-110.419167,2021,182.1,0.19519130434782608,0.25719565217391305
384,24.0825,-110.419167,2022,170.8,0.17325217391304348,0.23614782608695653
384,24.0825,-110.419167,2023,187.1,0.19695217391304345,0.2607260869565218
384,24.0825,-110.419167,2024,146.3,0.1922695652173913,0.2623217391304348
384,24.0825,-110.419167,2025,74.3,0.14956666666666665,0.19325
385,24.085556,-110.408056,2021,202.8,0.2761347826086956,0.3530521739130435
385,24.085556,-110.408056,2022,188.9,0.24263478260869567,0.32015217391304346
385,24.085556,-110.408056,2023,203.9,0.25590434782608695,0.32713913043478265
385,24.085556,-110.408056,2024,183.2,0.28312173913043476,0.36389565217391306
385,24.085556,-110.408056,2025,92.0,0.3072416666666667,0.35933333333333334
391,24.053056,-110.383611,2021,190.7,0.18575652173913043,0.25325652173913044
391,24.053056,-110.383611,2022,196.1,0.18027391304347826,0.24626521739130436
391,24.053056,-110.383611,2023,205.0,0.19954347826086957,0.26300434782608695
391,24.053056,-110.383611,2024,172.0,0.1928521739130435,0.26150434782608695
391,24.053056,-110.383611,2025,79.4,0.16659166666666667,0.22724166666666668
400,24.015556,-110.390278,2021,266.1,0.20557391304347827,0.28805652173913043
400,24.015556,-110.390278,2022,215.7,0.17094782608695652,0.24250869565217392
400,24.015556,-110.390278,2023,248.1,0.20174347826086958,0.282304347826087
400,24.015556,-110.390278,2024,183.1,0.17001739130434784,0.24576956521739132
400,24.015556,-110.390278,2025,79.10000000000001,0.13130833333333333,0.17803333333333335
403,24.038333,-110.37,2021,248.2,0.23540434782608696,0.3466086956521739
403,24.038333,-110.37,2022,233.3,0.24030434782608695,0.3532086956521739
403,24.038333,-110.37,2023,251.8,0.24435652173913042,0.3610478260869565
403,24.038333,-110.37,2024,225.2,0.24928695652173913,0.3656130434782609
403,24.038333,-110.37,2025,122.7,0.22864166666666666,0.32741666666666663
405,24.063056,-110.411111,2021,193.4,0.21513478260869565,0.2836826086956522
405,24.063056,-110.411111,2022,165.0,0.19729999999999998,0.2543347826086957
405,24.063056,-110.411111,2023,176.6,0.2032782608695652,0.2637608695652174
405,24.063056,-110.411111,2024,141.8,0.18455652173913042,0.2456782608695652
405,24.063056,-110.411111,2025,77.8,0.16380833333333333,0.20035
406,24.089444,-110.408889,2021,175.8,0.2598695652173913,0.3174086956521739
406,24.089444,-110.408889,2022,172.1,0.2660521739130435,0.31182173913043476
406,24.089444,-110.408889,2023,173.0,0.29366086956521736,0.3334913043478261
406,24.089444,-110.408889,2024,152.4,0.30489565217391307,0.3578086956521739
406,24.089444,-110.408889,2025,82.4,0.31325833333333336,0.3502166666666667
407,24.075,-110.398611,2021,182.3,0.18126086956521736,0.2424086956521739
407,24.075,-110.398611,2022,174.9,0.1813608695652174,0.24364782608695654
407,24.075,-110.398611,2023,187.6,0.22727826086956524,0.2919304347826087
407,24.075,-110.398611,2024,151.5,0.21420434782608697,0.28653478260869564
407,24.075,-110.398611,2025,83.2,0.19923333333333335,0.24924166666666667
408,24.077778,-110.398889,2021,182.3,0.18332608695652172,0.24293043478260867
408,24.077778,-110.398889,2022,174.9,0.16439565217391303,0.2266391304347826
408,24.077778,-110.398889,2023,187.6,0.19262608695652172,0.25709130434782607
408,24.077778,-110.398889,2024,151.5,0.17814347826086954,0.2483695652173913
408,24.077778,-110.398889,2025,83.2,0.186075,0.23766666666666666
409,24.018611,-110.400278,2021,231.3,0.17261304347826087,0.23551739130434782
409,24.018611,-110.400278,2022,200.8,0.17224782608695652,0.23395217391304346
409,24.018611,-110.400278,2023,223.5,0.19695217391304345,0.2673478260869565
409,24.018611,-110.400278,2024,146.6,0.17199130434782609,0.23696521739130433
409,24.018611,-110.400278,2025,75.9,0.12123333333333332,0.159025
415,24.108333,-110.291667,2021,185.9,0.14845652173913043,0.2871956521739131
415,24.108333,-110.291667,2022,208.1,0.16557391304347827,0.31396956521739133
415,24.108333,-110.291667,2023,222.29999999999998,0.17313043478260867,0.32537826086956523
415,24.108333,-110.291667,2024,140.4,0.1302695652173913,0.26034347826086957
415,24.108333,-110.291667,2025,71.4,0.10855,0.20026666666666668
416,24.1225,-110.299167,2021,1507052.0,0.08631304347826087,0.11166521739130433
416,24.1225,-110.299167,2022,1507052.0,0.09261739130434782,0.118
416,24.1225,-110.299167,2023,1507052.0,0.08900869565217392,0.11794347826086957
416,24.1225,-110.299167,2024,1507052.0,0.0918913043478261,0.13054347826086957
416,24.1225,-110.299167,2025,819050.0,0.07918333333333334,0.11169166666666668
419,24.112417,-110.328147,2021,145.0,0.14005652173913044,0.1925782608695652
419,24.112417,-110.328147,2022,141.1,0.1471173913043478,0.19515652173913042
419,24.112417,-110.328147,2023,145.9,0.16284347826086956,0.21348695652173913
419,24.112417,-110.328147,2024,105.10000000000001,0.1401391304347826,0.19037391304347828
419,24.112417,-110.328147,2025,65.8,0.11304166666666667,0.15026666666666666
422,24.070694,-110.327419,2021,169.5,0.19051304347826087,0.2655217391304348
422,24.070694,-110.327419,2022,169.7,0.20970434782608696,0.2831086956521739
422,24.070694,-110.327419,2023,184.9,0.21258695652173912,0.2830913043478261
422,24.070694,-110.327419,2024,148.6,0.19554782608695653,0.2667304347826087
422,24.070694,-110.327419,2025,79.4,0.20370833333333335,0.26758333333333334
BOLA DE FUEGO,24.056667,-110.392222,2021,192.6,0.17556521739130435,0.24590434782608697
BOLA DE FUEGO,24.056667,-110.392222,2022,170.0,0.1592086956521739,0.22349565217391304
BOLA DE FUEGO,24.056667,-110.392222,2023,207.7,0.19317391304347825,0.27168260869565214
BOLA DE FUEGO,24.056667,-110.392222,2024,157.9,0.20090000000000002,0.2759478260869565
BOLA DE FUEGO,24.056667,-110.392222,2025,76.9,0.14616666666666667,0.19869166666666668
BUEN SUR,23.929278,-110.255333,2021,251.8,0.2214565217391304,0.3358913043478261
BUEN SUR,23.929278,-110.255333,2022,259.5,0.23528260869565218,0.3573913043478261
BUEN SUR,23.929278,-110.255333,2023,250.5,0.21502608695652173,0.34629130434782607
BUEN SUR,23.929278,-110.255333,2024,175.4,0.19043913043478258,0.29806086956521743
BUEN SUR,23.929278,-110.255333,2025,74.5,0.15612499999999999,0.23827500000000001
EL PALMAR,23.932528,-110.259556,2021,252.7,0.2232391304347826,0.3444913043478261
EL PALMAR,23.932528,-110.259556,2022,260.9,0.24201304347826086,0.3644869565217391
EL PALMAR,23.932528,-110.259556,2023,267.9,0.23496956521739132,0.3742217391304347
EL PALMAR,23.932528,-110.259556,2024,177.3,0.20779999999999998,0.3229347826086957
EL PALMAR,23.932528,-110.259556,2025,83.7,0.17746666666666666,0.2697083333333333
Gilberto Chvez A.,23.934222,-110.261194,2021,279.3,0.2186695652173913,0.33975652173913046
Gilberto Chvez A.,23.934222,-110.261194,2022,295.9,0.2342217391304348,0.35707391304347824
Gilberto Chvez A.,23.934222,-110.261194,2023,316.0,0.256704347826087,0.3978434782608695
Gilberto Chvez A.,23.934222,-110.261194,2024,188.1,0.20656086956521738,0.3230086956521739
Gilberto Chvez A.,23.934222,-110.261194,2025,82.5,0.17651666666666666,0.26771666666666666
Patricio Suarez A.,23.93494,-110.24303,2021,285.9,0.22155652173913046,0.3506608695652174
Patricio Suarez A.,23.93494,-110.24303,2022,298.9,0.2321782608695652,0.36959565217391305
Patricio Suarez A.,23.93494,-110.24303,2023,296.3,0.22972608695652172,0.3753086956521739
Patricio Suarez A.,23.93494,-110.24303,2024,186.5,0.17185217391304347,0.2910260869565217
Patricio Suarez A.,23.93494,-110.24303,2025,77.3,0.132125,0.22073333333333334
SAPA La Paz San Pedro,23.929722,-110.263889,2021,234.0,0.17939565217391304,0.27901739130434783
SAPA La Paz San Pedro,23.929722,-110.263889,2022,248.4,0.18867391304347828,0.2916739130434783
SAPA La Paz San Pedro,23.929722,-110.263889,2023,255.1,0.19530434782608697,0.30992173913043475
SAPA La Paz San Pedro,23.929722,-110.263889,2024,172.2,0.16453043478260868,0.26003478260869567
SAPA La Paz San Pedro,23.929722,-110.263889,2025,80.7,0.14419166666666666,0.21998333333333334
SAPA No.4 R,23.994167,-110.332778,2021,243.79999999999998,0.19416521739130435,0.2955
SAPA No.4 R,23.994167,-110.332778,2022,243.2,0.2024217391304348,0.31032608695652175
SAPA No.4 R,23.994167,-110.332778,2023,239.4,0.1976521739130435,0.3089
SAPA No.4 R,23.994167,-110.332778,2024,181.8,0.17280434782608695,0.2640130434782609
SAPA No.4 R,23.994167,-110.332778,2025,82.5,0.12946666666666667,0.19345
SN1,24.091944,-110.402222,2021,167.4,0.16146521739130434,0.21553478260869566
SN1,24.091944,-110.402222,2022,160.3,0.16749130434782608,0.21678695652173915
SN1,24.091944,-110.402222,2023,158.5,0.17507391304347825,0.2276913043478261
SN1,24.091944,-110.402222,2024,138.4,0.1755304347826087,0.22824347826086958
SN1,24.091944,-110.402222,2025,76.4,0.14595833333333333,0.18586666666666665
SN2,24.028611,-110.373333,2021,223.8,0.1836782608695652,0.2898869565217391
SN2,24.028611,-110.373333,2022,205.8,0.16216086956521739,0.26490434782608696
SN2,24.028611,-110.373333,2023,252.79999999999998,0.2026608695652174,0.31934347826086956
SN2,24.028611,-110.373333,2024,188.9,0.1845,0.2943826086956522
SN2,24.028611,-110.373333,2025,84.0,0.13555,0.20104999999999998
SN3,24.024167,-110.389444,2021,260.9,0.2511608695652174,0.3593347826086956
SN3,24.024167,-110.389444,2022,245.7,0.2539391304347826,0.3640652173913043
SN3,24.024167,-110.389444,2023,273.3,0.3076608695652174,0.4272695652173913
SN3,24.024167,-110.389444,2024,212.0,0.2781391304347826,0.3873043478260869
SN3,24.024167,-110.389444,2025,96.60000000000001,0.2252333333333333,0.30696666666666667
SN4,24.025833,-110.3825,2021,257.6,0.18216521739130434,0.2738217391304348
SN4,24.025833,-110.3825,2022,209.3,0.16066086956521738,0.24364347826086954
SN4,24.025833,-110.3825,2023,250.6,0.18717826086956524,0.28360434782608696
SN4,24.025833,-110.3825,2024,190.2,0.17683043478260868,0.26643478260869563
SN4,24.025833,-110.3825,2025,86.8,0.128975,0.18276666666666666
Sapa No.21,24.021667,-110.3175,2021,228.5,0.1757086956521739,0.2823782608695652
Sapa No.21,24.021667,-110.3175,2022,232.2,0.17391304347826086,0.2853521739130435
Sapa No.21,24.021667,-110.3175,2023,226.8,0.19074782608695653,0.30978260869565216
Sapa No.21,24.021667,-110.3175,2024,185.6,0.16643478260869565,0.27562173913043475
Sapa No.21,24.021667,-110.3175,2025,79.7,0.12492500000000001,0.19680833333333334
